value
1.7024
0.36
0
0
0.2848
0
1.672
0.6512
3.3328
9.5328
14.3712
18.824
14.2784
18.1296
25.736
21.6832
25.3472
22.272
36.8976
51.3088
27.6864
0
0
0.992
0.7904
0
0.5792
0
0
0
0.9312
0.5072
3.36
10.9104
7.7168
14.2768
18.072
13.4352
14.0128
24.8096
25.3952
31.6704
29.7552
40.3904
54.408
32.3856
8.3632
5.12
4.784
0
0
0
0.9088
0
0
3.5984
2.4224
0
0
0
0
0
21.2192
23.792
19.184
19.1392
33.2144
37.552
36.0208
37.2784
15.0192
12.3872
1.704
0.9184
0
0
0
0
0.2816
4.24
0
0
0
2.4368
18.2096
0
0
0
0
0
4.1152
34.7632
36.4928
26.3888
12.296
7.0464
0.3152
0.5472
0.7264
0.3872
0.7344
0.6368
0
1.704
1.328
7.7936
12.6384
13.2544
25.8288
21.6784
22.2112
36.1936
35.104
24.2624
16.6656
29.8464
27.4128
17.496
10.2336
5.0768
1.1472
1.328
0
0
0
0
0
2.8224
3.6544
5.7984
8.5456
19.8688
22.28
27.9968
25.6944
23.4832
38.9904
21.1728
30.9296
29.2848
25.4192
15.4448
11.1616
8.0496
1.4304
0
0
0
0
0
0
0.6096
2.2896
8.8032
9.6272
31.1392
21.3856
30.488
30.9808
33.4448
27.4848
19.6256
22.688
17.4096
27.2352
14.512
17.6416
5.08
3.2848
0.5792
0
0
0
0
0.4768
0.488
1.0288
6.3872
13.7744
6.3504
17.8432
25.5824
22.7184
20.7664
21.4048
24.2768
19.2848
20.3056
16.712
14.7776
7.2016
2.3456
1.7072
0.5392
0
0
0
0
0
4.1056
1.8544
3.424
6.4912
11.768
12.6544
13.3824
20.512
14.0416
22.9328
29.464
23.8832
20.4416
27.6064
23.264
7.736
4.5744
2.5344
0
0
0.8512
0
0
0.2
0.7072
2.0704
4.1376
9.3888
6.2384
8.5888
9.6672
9.3168
12.7088
16.0304
23.2704
36.512
33.4656
18.1968
31.0336
12.7776
8.5216
2.9232
0.5344
1.0848
0
0
0
0.6192
3.4816
2.5632
5.7376
10.0064
12.9408
16.3072
19.3488
11.536
18.2208
23.7424
27.2304
52.6944
39.024
22.4032
27.8832
7.3568
5.9984
5.0944
0
0
0.7792
0
0.1024
0
0.192
3.744
6.6496
10.536
14.4368
20.9024
18.4224
14.8672
18.544
26.9584
24.672
18.0944
9.4416
0
0
0
0.5568
0
0
1.144
0
0.2192
0
0.3312
0
6.0384
4.736
7.4272
6.472
14.0304
12.5664
13.2032
26.1776
6.0992
0
13.7296
2.1648
0
0
0
4.1664
1.7984
0.1568
0
1.3184
0
0
0
0
1.048
5.8
6.7984
9.0672
18.2272
11.5408
9.2496
28.936
20.3376
28.792
37.1936
39.4128
27.24
30.8624
10.1968
2.7216
3.7168
0.5168
0
0
0
0.9152
1.4496
2.8112
4.8528
6.064
11.424
12.608
11.7008
19.0512
12.9232
15.9392
22.0288
33.4704
44.2832
38.5776
42.1264
39.4992
21.6304
12.1488
0.464
1.584
1.2528
0.7456
0
0
0.1472
4.2288
3.4144
10.8288
4.3696
14.0464
18.3744
12.2736
15.7424
14.6192
12.2752
16.52
38.3168
38.4576
38.8512
25.5392
14.9456
6.7216
0.5264
0
0.8688
0
0
0
0
5.376
4.4
7.3536
14.0784
14.0704
10.1104
22.8048
12.4624
19.8704
14.3808
34.4128
23.9968
21.3568
22.92
16.2096
9.6336
11.432
1.616
1.0256
0.664
0
0
0
0.1728
4.472
1.5296
14.0128
10.6368
14.3872
17.2848
15.272
11.7408
21.7648
17.6832
13.008
31.0352
31.7744
33.328
16.5472
16.984
5.584
4.1008
0.6448
1.4384
0
0
0
1.3184
2.0448
1.0768
2.0032
17.7312
17.736
21.7712
19.4672
21.6944
35.4224
28.9936
19.1696
23.3776
35.2592
23.5856
29.1744
11.8048
4.016
1.4976
0.3648
0
0
0
0.6384
0.384
0.8208
1.2976
3.8176
13.568
19.376
21.0576
23.8528
15.6496
27.472
24.2576
31.7616
23.6496
25.2592
21.9376
19.6816
9.96
3.9968
2.6944
0
0
0
0
0
0.3072
4.8432
3.368
5.776
7.2416
10.9392
14.4288
10.3648
19.3232
11.0192
9.0928
27.9776
27.2272
33.7584
32.552
22.0112
7.4304
3.184
1.264
0
0
0
0
0
0.9072
2.4096
5.4208
4.0256
13.3312
12.12
22.7728
11.96
9.336
18.0784
17.1904
32.4704
27.832
27.0688
31.6192
28.2464
12.5888
8.2848
2.3312
0
1.1744
0
0
0
0.6224
3.4896
2.9296
6.6128
13.128
18.616
19.1536
16.3744
27.3504
27.9408
27.7472
43.0944
36.5696
41.3344
29.8256
14.6192
13.3264
4.2304
1.7104
0.7376
0
0
0
0
2.1264
2.0144
6.04
3.2528
13.3952
20.984
24.6
14.2656
15.0752
29.5872
22.3424
24.8528
35.8304
36.3952
35.6928
32.1344
13.6784
4.4992
1.888
1.504
0.5552
0
0
0
0.8064
5.672
1.7344
8.4512
7.4176
20.9632
21.9168
21.2576
17.2976
6.7376
17.8912
37.1808
40.5376
56.7232
34.4208
31.6816
14.6544
8.7456
4.984
0.3776
0
0
0.184
0
0
2.4512
2.9552
11.4208
11.632
21.4704
15.9952
17.072
28.1552
17.7824
16.3104
12.9424
19.6016
21.824
16.168
11.9968
13.0848
5.0512
1.0528
1.9424
0
0
0
0
0
1.472
0
2.7968
9.1184
8.0576
12.768
10.024
20.9088
18.488
19.6912
15.8768
20.0608
23.2016
19.032
14.0944
6.5024
2.5968
1.648
0
0.6544
0
0
0
0
4.1872
4.408
5.0544
8.7056
10.4752
10.5536
17.4528
16.8912
21.6352
25.8304
23.7408
28.1088
38.1712
25.5296
34.6304
12.3648
6.2272
3.2704
1.2256
0
0
0
0.4096
1.3872
1.3136
4.7472
5.9872
9.3168
19.4016
16.3744
11.5744
18.0112
17.5136
22.2368
31.024
35.8
27.1664
38.8512
24.352
12.752
7.8144
0.5984
0
0.3568
0
0
0
0.7248
5.0656
3.1344
12.6496
14.0576
21.4432
13.2976
17.4032
17.0736
16.0304
14.736
22.832
40.8784
27.0624
21.0592
25.504
7.5696
3.9648
0.5312
0
1.5584
1.5008
0
0
0.2064
0.9824
1.6928
10.136
13.8816
17.032
21.6
22.8192
18.888
30.5472
39.1872
26.7616
38.0384
15.3424
30.128
25.0624
12.5408
8.1696
1.8384
0
0
0.3968
0
0
0.7648
2.0224
3.504
5.5632
9.8
4.8128
1.0864
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.6464
1.1232
4.5296
9.2752
11.4816
20.4144
24.4736
24.552
27.7392
28.2736
24.3184
25.592
32.7168
31.5952
25.032
26.5296
13.2256
8.0928
2.9584
0.376
1.2128
0.3968
0
0.256
0
0.4656
3.9648
3.8032
11.896
33.0512
20.192
25.1936
30.6752
23.5568
34.9984
31.6128
23.0976
29.2208
36.1072
13.4128
15.3184
3.888
2.1216
0.7552
0.4432
0
0.6896
0
0.6704
3.7712
5.0688
3.7184
14.1072
12.8496
13.296
11.544
11.8016
19.0752
22.6272
31.7968
38.0784
34.2672
38.0624
31.0624
13.8496
4.56
7.1264
0.744
0
0.3072
0
0.6496
0
2.4208
2.712
5.0608
15.3456
15.648
11.1312
15.2352
14.5568
8.9952
16.2288
33.8672
34.6448
46.4112
24.4272
33.6
15.8288
7.8832
4.464
0.9104
0
0
0
0
0.192
1.0528
4.0624
8.7152
17.928
10.0032
12.2064
17.5296
23.8112
21.4288
18.1936
16.5552
32.0368
50.6528
36.2304
16.7392
9.8112
6.9632
0.7568
0.7792
0
0.304
0
0
1.0496
0.816
0
10.1712
27.7616
26.9376
47.9712
56.8832
65.4272
61.2336
63.6224
105.168
71.9216
82.0096
35.352
47.672
17.8848
9.9232
2.936
0
0.7216
0
0
0
0
1.3168
0.264
3.7648
18.1744
12.152
49.7648
62.9344
50.2976
46.4352
49.7056
81.9152
93.1088
71.1456
77.9344
57.3312
14.2336
10.9984
3.6
1.296
0
0
0
0.8528
3.0224
7.7584
3.8048
9.8592
11.2928
20.0832
11.5168
13.0112
18.2704
10.1424
6.6352
18.8592
29.256
17.3568
18.3776
19.8352
10.0592
0.5328
0.344
0
0.7904
0
0
0
0.4032
6.4608
1.3104
3.5952
6.448
20.1488
27.3632
20.936
33.752
29.1744
23.0176
21.7152
16.6064
21.0464
19.672
21.7648
8.5536
8.496
2.1872
0.8752
0
0
0.528
0
0
2.0848
4.6272
9.56
8.3872
12.4384
15.3232
15.576
15.8
11.4944
11.1136
19.9904
37.216
26.8656
15.8432
9.5312
8.768
2.344
0.7088
0
0.6032
0
0
0
0
2.3616
6.6752
6.0912
7.5424
13.336
11.7232
20.6272
12.5728
13.1056
11.664
22.664
16.8576
22.6544
31.6112
22.1376
7.2048
6.128
1.8944
0
0
0
0
0
0
2.4688
3.4304
10.0448
10.5952
18.064
17.9024
25.7552
21.2352
23.0528
21.6992
11.3968
2.4624
34.352
35.328
18.712
8.5216
6.096
1.3808
0.5904
0
0
0
0
0.576
2.784
6.672
11.12
19.2096
25.0592
13.2528
25.608
20.7088
17.8512
24.8496
37.6368
39.096
29.2768
19.4944
27.4912
25.7344
9.8608
2.3712
2.0448
0
0
0
0
0.2592
2.8464
6.4032
8.7728
9.3472
14.016
19.9056
19.5344
19.0368
27.1968
32.0528
33.432
30.8432
37.8432
40.5616
22.7472
18.6864
6.6864
3.72
1.5904
0
0
1.0144
0.6272
1.6
0
6.424
10.0912
7.0912
11.3488
18.7024
19.5408
22.6112
23.1328
19.8496
27.2528
27.5488
20.0544
14.5792
17.1072
2.712
5.5296
3.4144
0.7264
0.936
0.7136
0
0
0
0
3.0656
5.12
7.8928
20.3136
11.3104
23.1424
25.4192
23.0752
8.9104
13.7008
14.0304
27.2896
20.4624
14.608
5.08
3.4976
4.576
0.4208
0
0
0
0
0
2.1776
3.456
6.1632
10.3248
13.0912
17.3472
15.5984
19.4304
19.6016
19.9456
27.432
16.728
24.1744
26.3664
32.7808
12.9536
4.1792
0.5904
0
0
0
0
0
2.9504
2.7488
4.1936
14.7248
10.9888
12.92
27.12
15.6976
20.584
21.2496
22.5216
38.7552
30.8496
36.024
37.752
24.1504
10.5744
4.9488
1.4544
0.2608
0
0
0
0
1.0832
1.1456
5.4656
6.1968
14.2
17.304
